pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,role_key,sp_indicator,rp_indicator,pitch_number_appearance,pitcher_at_bat_number,times_faced
FF,4/5/2021,98.8,-1.85,5.63,8dadfe6150b40bec49e070d2e57d3ab5d77aed67,8b6ab46ea4fc59c10d45397e895b2cc98c78d03d,,ball,9,R,L,R,2ce3415d7fe077ab6f298e3b287a045bf726904e,51b1902abf71664a2f900ecb07fa729a90408557,B,,,0,0,2021,-0.73,1.27,0.55,1.41,,,,2,4,Bot,,,8f207761a5d661092d192327d82b31fffb03520c,,8.296992159,-143.491918,-9.07669816,-11.93235381,32.68853122,-12.72512338,3.07,1.49,,,,99.6,2184,6.8,634600,8b6ab46ea4fc59c10d45397e895b2cc98c78d03d,8f207761a5d661092d192327d82b31fffb03520c,d4042704e76613cb259ac13d7db3fb4d0eeabfcf,5e2471543554c6e6c724baab37d616f6d11d57e9,35356970180d7c585b23f342d80e3231418a86ce,2f7fd76e945aaedd0d86916e6e0aa0396954cd82,23e9038fdcd6b8d0cb4b981d832584085629cddb,dc3388cd406e42cc389f1efb4b2031922476d704,ceeeda3bde736c0c656b03be05b4583f1daaf664,53.69,,,,,,,,42,1,4-Seam Fastball,0,7,0,7,7,0,0,7,Infield shade,Standard,227,0,0.016,SP,1,0,59,16,2
FF,4/5/2021,94.9,2.3,5.79,151f1a0a4d4509711c02ef31320fa25afb343d0f,92dc6059c836b1d56350ffa0b2e5a8d40eaf2b99,,ball,11,R,R,L,e4f86cca4cda0cb144aadefb62880127493a8a5e,735c11491af2456763592b4fd17c77848dde11dd,B,,,0,0,2021,1.27,1.37,-0.01,4.3,,,b7d69db25c114771689e75b02d1e5861b4a44564,2,3,Top,,,6f664a1df28f7e1fccaf73beb75adfe6937f422a,,-8.929281128,-137.8296916,-1.16433047,18.29137286,36.84770188,-14.9694754,3.32,1.6,,,,94.5,2483,6.6,634562,92dc6059c836b1d56350ffa0b2e5a8d40eaf2b99,6f664a1df28f7e1fccaf73beb75adfe6937f422a,1cca9d59852837b5cc993ebcb9bfc2c9abb65f6f,87758f0175a131b8836b7c378aad170e3c379671,8c1ce164c9c2f88827df8e1c1ac13dcb77721697,a2492466d4a5ab3f0b605db3ce867e966f605a0d,4803634608bc30a04f9af8996949a77d882c4b9f,aabf3e39315d7cd1df39df4ac9bd3c8b3dbf863d,da8d7a5e7996bf225dde42e7a0e66a92359d102d,53.86,,,,,,,,23,1,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,130,0,0.036,SP,1,0,59,15,2
SL,4/5/2021,85.5,1.75,6.25,dc3388cd406e42cc389f1efb4b2031922476d704,c7bc0f6b0b2895c5de250976d07fae51957a2335,,ball,13,R,L,L,2ce3415d7fe077ab6f298e3b287a045bf726904e,51b1902abf71664a2f900ecb07fa729a90408557,B,,,1,1,2021,-0.31,0.25,-1.27,1.31,,,,0,6,Top,,,1bae958c3003100a62896444235627a7ab5a75e2,,-6.605752664,-124.2957281,-5.922278004,-1.898469032,24.83029288,-28.56948187,3.6,1.63,,,,86.7,2241,7.1,634600,c7bc0f6b0b2895c5de250976d07fae51957a2335,1bae958c3003100a62896444235627a7ab5a75e2,96d173cc60387c102f2e79c0c3f995ec87114b33,60fb4ab79acaaef541b65e59e7e4a68c1066ec1c,8c73f6cd68b778eafe43675872c8fb1990a7505b,e14f4fbc53a3d8459e4990275cfe0c8a435a371a,3faa4e4fae31dccec5c3d3d612a6d16b19e44ff8,0dd87d3394b8e4828b192487a4d747744bc39cf4,8dadfe6150b40bec49e070d2e57d3ab5d77aed67,53.38,,,,,,,,50,3,Slider,0,7,7,0,7,0,7,0,Infield shift,Standard,204,0,0.052,RP,0,1,59,12,2
FF,4/5/2021,90.7,-2.2,5.28,67594f978c407d20d7869d35fd2b2bc172b958ab,41afbb8823e64401a71aaf7b194f53a9a9b0dee8,,ball,11,R,L,R,d0dad15c64a6bfdd9ab8f674422e399b073de92b,dfa822c31d647e73a89ab99622df4fb728f288bd,B,,,0,1,2021,-0.24,1.32,-0.97,3.81,,,,0,6,Top,,,523ecd5a15ce05328b032e40c14e996ef9f1fcd2,,3.613890416,-132.127043,-0.609544646,-3.578371972,26.66659239,-16.7606526,3.55,1.69,,,,91.4,2387,6.5,634566,41afbb8823e64401a71aaf7b194f53a9a9b0dee8,523ecd5a15ce05328b032e40c14e996ef9f1fcd2,53a6f179986e50fc6b1a20a75a94ba892239de43,db5a959497a3f45b886a20f13e5f0b70faee6927,a4b506ad554bf35ae6d966f8997b30554e28e967,04919f19fd9c50566716c96ff5f0615b14ccfe3d,786672c08d33f1282d91da2df59542edc3219d39,67b4dd811b60988c269a492a5ea3927036c30741,a8bb5bb25de0ae8cdcf2ead3b205f91e19453a23,53.99,,,,,,,,36,2,4-Seam Fastball,4,0,0,4,0,4,0,4,Infield shift,Standard,201,0,0.027,SP,1,0,59,16,2
FF,4/5/2021,94.3,-1.82,5.83,a6550efd02c29f45ff7965866f098ec2b79c399e,0c049bc522425eab3482cc503f0c1f416be05b4f,,foul,6,R,R,R,4425babf86abaf8a5bf60e209d22ab9b03ea0499,04e66352aa8f9c4c5f26b71bf380973ada994760,S,,,1,0,2021,-0.8,1.19,0.29,2.61,19002d0d7703ce99a390e39c57d62401ef57cec6,383e94bde2444fafd3a346803843c1f1319e5149,c1efb8c56121f7c7dc9940f9ad3a76da3ba61072,2,2,Top,,,011de33d151ba44dc18c0a7129b4df39ed66b8cc,,7.310676752,-136.9669699,-5.254086426,-11.8227029,34.03815376,-16.2370931,3.47,1.59,353,103.6,32,94.3,1980,6.7,634588,0c049bc522425eab3482cc503f0c1f416be05b4f,011de33d151ba44dc18c0a7129b4df39ed66b8cc,c8d01b8601f139d0616d902f44f24cae25172c32,ea9202974652e55e75b22a3a1cf86742587eb368,7b00d5dda854778e8d3ba783d4918faddae32575,061eb45e0292790d19a0638e0bd4edb4dad2d319,b8ef1de941498a52fd463411f09b22dfe580d92f,afdd2d59d3b9ffcdbb589f38b24ccbc6ec4f5423,aa8f48170af8888d0c34eb83f563f16cf540ea52,53.81,,,,,,,,16,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,237,0,-0.152,SP,1,0,59,13,2
SL,4/5/2021,84.8,-2.5,6.21,91ef250e37a6e9dd6860b88ffaa44d8927c2dabf,34294c5b512043e6f7ad920382ed06035f0982b8,,foul,1,R,L,R,60a907084eefb120b3bf4b331add6a2da2d1e33c,f8a902b067d4344b687920f92c669bffad7b0e0e,S,,,3,2,2021,0.45,0.19,-0.76,3.32,,,,2,3,Top,,,c3796f5a839deb113d14052599ae9112204bda69,,3.170920557,-123.4324488,-0.738540906,3.906674805,27.27663965,-30.28875315,3.49,1.6,,,,84.6,2226,6.4,634601,34294c5b512043e6f7ad920382ed06035f0982b8,c3796f5a839deb113d14052599ae9112204bda69,c710046f7d22c1bb863a4733efacacdefa4d68ff,d874a540fae4dd563dae874e4bb87e6d4e17bc9d,04f9c2f30346853e09f3678562b61e8957eef0aa,5eb57ef29a7d2551535638fdbdf7cab4d5919b3c,47b3a243dc544ea84da40d689f5def544af91b45,e29d82777ff1d4d9517ce77a565d1f20ad9109ed,72eff2388181d1ad10baed69adc7fceaecd485e6,54.13,,,,,,,,21,8,Slider,1,0,0,1,0,1,0,1,Infield shift,Strategic,115,0,0,SP,1,0,59,11,2
SL,4/5/2021,89.1,-1.21,5.71,3be2036301de316fb26e54cffdaab0830655d604,6ce6f832e5197576e4c34b6f627434b5cbc97c61,,foul,14,R,R,R,ef84da6e7e94a52e62a87694b500649f7e852cce,d7547ddb2bf122992b48f06fcd4a8d76a8ba80d7,S,,,0,2,2021,0.48,0.18,0.8,1.29,,,,0,5,Bot,,,1eb669cced8461ecdf53da0ff3eb4bcb04ae1a3f,,3.955909983,-129.6970623,-5.187347789,4.451604012,28.96373413,-29.26357926,3.3,1.5,1,43.6,-43,89.5,2616,6.7,634606,6ce6f832e5197576e4c34b6f627434b5cbc97c61,1eb669cced8461ecdf53da0ff3eb4bcb04ae1a3f,ccf59a5a3714de7f546cc6a2168044419ebc12a2,74fbd2c42d3848988ba22644a52c38a95f26283b,56a848a24f3596acc04a37fc1fe6031c115f9e39,9670df799799c7b799a7004f69d85f626799256c,4d6127941ac5ecd5c14f8f666dad7d62723ddfe4,2622dac5f67183f0c4a5b57e73549123f201cd74,e8e3abc187db59ca65c07ba830a93d1d18d568d7,53.81,,,,,,,,40,3,Slider,0,2,0,2,2,0,0,2,Standard,Standard,134,0,0,SP,1,0,59,16,2
KC,4/5/2021,78.8,1.47,6.52,ccf59a5a3714de7f546cc6a2168044419ebc12a2,ab0cd1b594b0a41f4764e09cdd25c6a2f552896d,,ball,13,R,R,L,ef84da6e7e94a52e62a87694b500649f7e852cce,d7547ddb2bf122992b48f06fcd4a8d76a8ba80d7,B,,,1,2,2021,-0.68,-0.46,-0.08,-0.62,,,,0,4,Top,,,a60ee7a51235ffd74aad60511c621cd61a07dc65,,-2.112386392,-114.6034436,-7.892198321,-5.681807174,19.72107193,-35.05721476,3.49,1.63,,,,79.1,2170,6.4,634606,ab0cd1b594b0a41f4764e09cdd25c6a2f552896d,a60ee7a51235ffd74aad60511c621cd61a07dc65,acb8fb88563f556896704e7c130bcc4f9119978e,3be2036301de316fb26e54cffdaab0830655d604,6e0e372e926b3589ef8fe67ee955ef197b262075,bffd48dc3f7218901baf8e38f4c6f1a52191460e,b96aacc9d189d612fdf6bb0a3a53913f9a58f999,34eef15c55d4a098d8efc48441c9491c43a7344b,45cd5ba215dafce9685a08b0864405b66d9c03dc,54.12,,,,,,,,24,4,Knuckle Curve,0,0,0,0,0,0,0,0,Infield shift,Standard,327,0,0.043,SP,1,0,59,13,2
FF,4/5/2021,96.6,1.46,6.74,875eeca87c6f80182a88c2a7b92c048b9e10b5e5,0f061b9439845159c394a71e55d635b10ca25656,strikeout,swinging_strike,11,R,R,L,8499d67c7ea3ce9671a0574ff233641a96d9039a,febb17c5596d048b6a6a4eea23cfe03be0f1a600,S,2,,3,2,2021,0.88,1.61,-0.88,3.29,,,,0,4,Bot,,,c4db34402ba417ae6cc0cf8eca1c05a59b5940bf,,-8.232385209,-140.2284171,-7.210681101,13.51215327,34.74922967,-9.520409215,3.49,1.6,,,,96.1,2366,6.4,634551,0f061b9439845159c394a71e55d635b10ca25656,c4db34402ba417ae6cc0cf8eca1c05a59b5940bf,80f3a94c7bf1ed6397017744dbb75ff931902e2d,121048ecdf300d2ec18b79f9632d2e0e4ecb925e,0f46bb1ed363d593af42cfddbe027922aff10780,47a816f9460d1e5742d9b2e7aa73e35466ab714f,8b56a85ee94ae8780f6ded359e6dfe292bacf2f3,bc3c71dc19d09389180e0fcbdc14205e7da08a90,09e6f8d367dd945ef1b220557afde3b68449e875,54.14,,,0,1,0,0,,33,6,4-Seam Fastball,0,4,0,4,4,0,0,4,Strategic,Standard,149,-0.019,-0.318,SP,1,0,59,13,2
FF,4/5/2021,93.3,-2.17,5.72,1c3af27dc3d3052f28798b634f1d0c21c5a5b909,afb9b85defc6fe5c3f48681480eff4d96ab723c7,,foul,3,R,L,R,3c4ec083bb4b200556718068a3cea7ab07ff2764,284da2e9c8943a9faa155f56f0faaa7791471528,S,,,0,0,2021,-0.73,1.26,0.32,2.93,,,,2,2,Top,,,3103eeddc91e18c223c7ef4d3c12f29cd6e5bdd8,,8.038556291,-135.7301148,-4.238954255,-10.70550164,27.89982978,-15.8502669,3.47,1.59,6,81.1,-26,94.1,2174,6.6,634612,afb9b85defc6fe5c3f48681480eff4d96ab723c7,3103eeddc91e18c223c7ef4d3c12f29cd6e5bdd8,a9b53974ac34cd7c03133051645ef424e81c3073,c3b12c33078b6ce2f0c8287913cd6871b9ba9c9c,88a241e142df6a547f9188eb81f5c2ea8f7adabb,c1efd3145c820257fae2347ff5675817cfb37bca,4f6c643961e8df8f6d76d136b13ba2674b158140,a7ab335ba29a72bc194f77b694f23bd2eea9c4da,ccbeebb83e2f368d70aca48df9d3cab30efa80cf,53.89,,,,,,,,14,1,4-Seam Fastball,0,3,3,0,3,0,3,0,Strategic,Standard,219,0,-0.018,SP,1,0,59,11,2
FF,4/5/2021,93.7,-2.38,6.35,834bafd5b6ea070a9db54c6e4ab5a3153488c22d,bfffb70b83aa305ea467a536c0938798b1bfc298,,foul,11,R,L,R,748d5d1645fd77f1cba58675f914041daec4a855,21725587b1e7ba069dbe3ed05ffa2f3f2115b1e0,S,,,2,1,2021,-0.77,1.33,-0.36,4.05,,,5b58c9f7d85915d8168e94faa680e188e085e270,2,3,Bot,,,f65d6d417a0f0e29d63de0e0b55479aa193419f7,,6.823606891,-136.3765144,-3.134014658,-11.05533955,29.10675121,-15.05533692,3.37,1.53,116,77.4,16,92.9,2191,5.8,634558,bfffb70b83aa305ea467a536c0938798b1bfc298,f65d6d417a0f0e29d63de0e0b55479aa193419f7,0f69eb701a55b4137c4f9912a16bf5e8e4ed6dc6,847d88b282780a11b682814f019fcc9e444db809,c54dabda41371474f52e62bb6a476a19d82d77ae,099f3caaed41f6345911adda9cbfae974cbdb9a9,46571913dbc31676e98be5ad4db1f9d974f040a6,054330d52db7c91df94452501112e67b3986598b,890d67add2583db4829420c56ef54e478ab712fa,54.74,,,,,,,,27,4,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Standard,221,0,-0.063,SP,1,0,58,14,2
SL,4/5/2021,78.9,-2.31,5.85,fa139d0e0d97d8276733a78b6f934b26178864fe,29a888709565675646dc9e12dd4475920881f41c,,foul,12,R,R,R,e66cd4507ba3fa0204fc859bbdef7286c3cfafd3,a729852e94771e8d530514616606a7b3587f88c3,S,,,2,1,2021,1.82,-0.12,1.26,2.94,,,9c4413851a0f4ec032f2262e2734e464372d8661,0,4,Bot,,,8290ab2133e0724dfa4c029c8fccc4e082eeab6d,,4.355767789,-114.7944356,0.808742256,14.8898008,25.02554066,-33.63930505,3.41,1.56,68,52.7,11,77.9,2501,6,634552,29a888709565675646dc9e12dd4475920881f41c,8290ab2133e0724dfa4c029c8fccc4e082eeab6d,7451bb61548adc7de276059b5a577fb05329b931,f5a81b8b5f85ece95ef32c17c812ac878b2d0d8b,bf904b7c7b37961238f376325496c7fb67c275d8,637aa60cb3c5b707c57db84190273c2359f36bb7,5b1ac9a19d0b1dbc0ab174aeb665fc68f4a7012d,705bd2962c69a2d18c196329eb7167125e3c1e06,6d0a27712f982838ea4e2763d486818853630edd,54.52,,,,,,,,36,4,Slider,1,4,1,4,4,1,1,4,Infield shift,Standard,52,0,-0.112,SP,1,0,58,14,2
FF,4/5/2021,95.2,2.31,5.75,1a35380236861a3e9242fc1790692a52ca977c92,92dc6059c836b1d56350ffa0b2e5a8d40eaf2b99,field_out,hit_into_play,5,R,R,L,e4f86cca4cda0cb144aadefb62880127493a8a5e,735c11491af2456763592b4fd17c77848dde11dd,X,7,fly_ball,0,1,2021,1.24,1.26,-0.23,2.58,,,b7d69db25c114771689e75b02d1e5861b4a44564,1,3,Top,85.82,83.8,6f664a1df28f7e1fccaf73beb75adfe6937f422a,,-9.478675512,-138.1305809,-5.425203915,18.14285316,33.83054865,-15.04994243,3.32,1.51,323,102.9,48,95,2468,6.5,634562,92dc6059c836b1d56350ffa0b2e5a8d40eaf2b99,6f664a1df28f7e1fccaf73beb75adfe6937f422a,1cca9d59852837b5cc993ebcb9bfc2c9abb65f6f,87758f0175a131b8836b7c378aad170e3c379671,8c1ce164c9c2f88827df8e1c1ac13dcb77721697,a2492466d4a5ab3f0b605db3ce867e966f605a0d,4803634608bc30a04f9af8996949a77d882c4b9f,aabf3e39315d7cd1df39df4ac9bd3c8b3dbf863d,da8d7a5e7996bf225dde42e7a0e66a92359d102d,53.96,0.049,0.077,0,1,0,0,3,22,2,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,128,0.016,-0.259,SP,1,0,58,14,2
FF,4/5/2021,96.1,-1.05,6.19,35356970180d7c585b23f342d80e3231418a86ce,63010ddee8efefb0c8495979427b6b7b4f66b148,,ball,12,R,R,R,2ce3415d7fe077ab6f298e3b287a045bf726904e,51b1902abf71664a2f900ecb07fa729a90408557,B,,,0,2,2021,-0.54,1.5,1.72,2.45,,2f7fd76e945aaedd0d86916e6e0aa0396954cd82,,2,2,Top,,,1bae958c3003100a62896444235627a7ab5a75e2,,8.513838518,-139.6264755,-7.679277411,-8.88803305,30.38858648,-11.01623799,3.37,1.51,,,,95.8,2329,6.1,634600,63010ddee8efefb0c8495979427b6b7b4f66b148,1bae958c3003100a62896444235627a7ab5a75e2,96d173cc60387c102f2e79c0c3f995ec87114b33,60fb4ab79acaaef541b65e59e7e4a68c1066ec1c,8c73f6cd68b778eafe43675872c8fb1990a7505b,e14f4fbc53a3d8459e4990275cfe0c8a435a371a,3faa4e4fae31dccec5c3d3d612a6d16b19e44ff8,0dd87d3394b8e4828b192487a4d747744bc39cf4,8dadfe6150b40bec49e070d2e57d3ab5d77aed67,54.4,,,,,,,,17,4,4-Seam Fastball,0,4,4,0,4,0,4,0,Standard,Standard,207,0,0.027,SP,1,0,58,12,2
SI,4/5/2021,92.2,1.3,5.46,c4db34402ba417ae6cc0cf8eca1c05a59b5940bf,8b04fa5301010f7ed5a77b2a440de2e1019359f7,,ball,12,R,R,L,8499d67c7ea3ce9671a0574ff233641a96d9039a,febb17c5596d048b6a6a4eea23cfe03be0f1a600,B,,,2,1,2021,1.54,1.09,1.27,2.76,,,36672e213820a74ed38341444004479e5a0d5443,0,4,Top,,,fad331a3643e0f975f041aa16e18b72a99417688,,-3.392878581,-134.1945496,-3.367207303,19.26792418,30.29749899,-18.50308993,3.27,1.53,,,,91.8,2175,6.1,634551,8b04fa5301010f7ed5a77b2a440de2e1019359f7,fad331a3643e0f975f041aa16e18b72a99417688,875eeca87c6f80182a88c2a7b92c048b9e10b5e5,50e99f6d711f91de991d3083da5e92d455604eee,52c150d7af7e27df20e41d50e3b360a82b9d9d7f,af2204da5514e67430e221c1d858a31cd0a6400e,94031e55e26ae3374eedd6291d8c2fb31b4db61f,b032c7c0874f4bf88ac83799db6e22a3671a9548,837484931d4d9194973ae70dbc31984c986adcdb,54.39,,,,,,,,27,4,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,144,0,0.198,SP,1,0,58,15,2
SI,4/5/2021,96.8,1.24,5.76,07bf5f8d6cfdbe80de149203c913ffd26de27de9,c9191caf2334c0592da386bfc6ff7fc06fce4e86,,ball,14,R,R,L,cfe86a1ce53f1c1323a31d22bcd96b3ce30dd986,320144db7b4b4f405b44085a2317540c1f5c4cc0,B,,,0,0,2021,1.42,0.86,0.12,0.53,,,,2,4,Top,,,13f1ea44ff2b7094942812a905745c719e209b0b,,-6.239169381,-140.5722139,-10.33521877,20.23199832,32.19492654,-18.62410165,3.73,1.71,,,,96.8,2275,6.4,634591,c9191caf2334c0592da386bfc6ff7fc06fce4e86,13f1ea44ff2b7094942812a905745c719e209b0b,3d7e673996ded2adc951734ee10ace3c481520f9,b9d55cff57b492a19f70c8367d88048159198a06,58bd390684a1b46fc0f2df6e75a8c563593e307e,691879748d5b77908900022e7cf1736ee048958e,f38e4748144bb5c7450174f0fc94c83f912a5372,b7609fb0febcebfbb70a23fa2a2d57135c168036,06662d5b2e1290f7ee60a65ca4d0f90c3ddd9581,54.08,,,,,,,,28,1,Sinker,1,2,2,1,2,1,2,1,Standard,Standard,153,0,0.016,SP,1,0,58,16,2
FF,4/5/2021,91.1,-1.4,6.32,aa8f48170af8888d0c34eb83f563f16cf540ea52,e6822c35620fc9837800588826173a2153b69478,,foul,2,R,L,R,4425babf86abaf8a5bf60e209d22ab9b03ea0499,04e66352aa8f9c4c5f26b71bf380973ada994760,S,,,2,2,2021,-0.87,1.06,0.05,3,,,,0,5,Bot,,,9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034,,5.473387055,-132.630124,-4.71334448,-11.43565879,27.36227193,-18.86520677,3.55,1.63,232,80.6,47,90.8,2123,6,634588,e6822c35620fc9837800588826173a2153b69478,9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034,eca3dc252aac948649a6705643262093beb26336,c1efb8c56121f7c7dc9940f9ad3a76da3ba61072,1aec22a2dc737a6a12dce27f5d88561807a87e37,19002d0d7703ce99a390e39c57d62401ef57cec6,465d7544b40a77026e92ce7fee2414f25e4ae460,3a4a2059eda2a9c1518d5404384519ea6343991f,d38c4d7f18ca8a6aba90b3f81b2863d8ae3c84eb,54.51,,,,,,,,44,5,4-Seam Fastball,0,11,0,11,11,0,0,11,Strategic,Standard,215,0,0,SP,1,0,58,14,2
SL,4/5/2021,81.6,-1.98,5.43,67594f978c407d20d7869d35fd2b2bc172b958ab,41afbb8823e64401a71aaf7b194f53a9a9b0dee8,,called_strike,8,R,L,R,d0dad15c64a6bfdd9ab8f674422e399b073de92b,dfa822c31d647e73a89ab99622df4fb728f288bd,S,,,0,0,2021,0.6,-0.03,0.1,1.83,,,,0,6,Top,,,523ecd5a15ce05328b032e40c14e996ef9f1fcd2,,3.551354326,-118.8930475,-1.503309648,5.08569708,22.03588094,-32.4019637,3.46,1.54,,,,82.5,2279,6.7,634566,41afbb8823e64401a71aaf7b194f53a9a9b0dee8,523ecd5a15ce05328b032e40c14e996ef9f1fcd2,53a6f179986e50fc6b1a20a75a94ba892239de43,db5a959497a3f45b886a20f13e5f0b70faee6927,a4b506ad554bf35ae6d966f8997b30554e28e967,04919f19fd9c50566716c96ff5f0615b14ccfe3d,786672c08d33f1282d91da2df59542edc3219d39,67b4dd811b60988c269a492a5ea3927036c30741,a8bb5bb25de0ae8cdcf2ead3b205f91e19453a23,53.75,,,,,,,,36,1,Slider,4,0,0,4,0,4,0,4,Infield shift,Standard,107,0,-0.038,SP,1,0,58,16,2
SL,4/5/2021,79,1.65,6.41,db5a959497a3f45b886a20f13e5f0b70faee6927,7d48398a4b12c939bee2a58003e9c52b99dc915c,,ball,13,R,R,L,d0dad15c64a6bfdd9ab8f674422e399b073de92b,dfa822c31d647e73a89ab99622df4fb728f288bd,B,,,0,0,2021,-0.59,-0.41,-0.88,-1.11,,,,2,4,Bot,,,67594f978c407d20d7869d35fd2b2bc172b958ab,,-4.37030919,-114.7704421,-8.714232988,-4.355504462,21.74621218,-34.36825151,3.41,1.59,,,,78.4,2374,6,634566,7d48398a4b12c939bee2a58003e9c52b99dc915c,67594f978c407d20d7869d35fd2b2bc172b958ab,b82253f5145945f4206de3591d739a50146587be,17d8413358cc5a88ae5adc6dd71f352d2d5b0f3b,8d8e84cd258ba3184b3ffa45b5a15c2ba38bea51,041315d0596ffddb891dd84ae1bb692431921fe6,ae090ac7b421da3981f417983bf7cc75136411eb,4b82ba84000fd3581d67a3e37c411a97f53afc32,74048c5d54f8e79cfee1ca9803658cfdf3bd4755,54.52,,,,,,,,27,1,Slider,3,0,3,0,0,3,3,0,Standard,Standard,341,0,0.016,SP,1,0,58,15,2
SI,4/5/2021,94.3,-1.93,5.85,514eeb6e6c17085fc1adabf03f1adca32318411f,afb9b85defc6fe5c3f48681480eff4d96ab723c7,home_run,hit_into_play,5,R,R,R,3c4ec083bb4b200556718068a3cea7ab07ff2764,284da2e9c8943a9faa155f56f0faaa7791471528,X,,fly_ball,2,1,2021,-1.27,1.11,-0.25,2.49,037158ce34a79cee4dd9ddafd4c7b8ca90327429,,,2,2,Top,35.43,52.5,3103eeddc91e18c223c7ef4d3c12f29cd6e5bdd8,,7.159813818,-137.2090151,-5.549424173,-17.5493928,28.48953528,-17.12239671,3.37,1.53,424,109.5,27,94.5,2135,6.3,634612,afb9b85defc6fe5c3f48681480eff4d96ab723c7,3103eeddc91e18c223c7ef4d3c12f29cd6e5bdd8,a9b53974ac34cd7c03133051645ef424e81c3073,c3b12c33078b6ce2f0c8287913cd6871b9ba9c9c,88a241e142df6a547f9188eb81f5c2ea8f7adabb,c1efd3145c820257fae2347ff5675817cfb37bca,4f6c643961e8df8f6d76d136b13ba2674b158140,a7ab335ba29a72bc194f77b694f23bd2eea9c4da,ccbeebb83e2f368d70aca48df9d3cab30efa80cf,54.21,0.977,1.947,2,1,0,3,6,13,4,Sinker,0,1,1,0,3,0,3,0,Standard,Standard,215,-0.168,1.71,SP,1,0,58,10,2
SL,4/5/2021,85.2,1.74,6.36,dc3388cd406e42cc389f1efb4b2031922476d704,c7bc0f6b0b2895c5de250976d07fae51957a2335,,called_strike,2,R,L,L,2ce3415d7fe077ab6f298e3b287a045bf726904e,51b1902abf71664a2f900ecb07fa729a90408557,S,,,1,0,2021,-0.4,0.4,0.06,3.39,,,,0,6,Top,,,1bae958c3003100a62896444235627a7ab5a75e2,,-3.181928206,-124.1374234,-1.51803687,-3.490197514,24.41178336,-27.91841709,3.64,1.63,,,,86.1,2285,6.8,634600,c7bc0f6b0b2895c5de250976d07fae51957a2335,1bae958c3003100a62896444235627a7ab5a75e2,96d173cc60387c102f2e79c0c3f995ec87114b33,60fb4ab79acaaef541b65e59e7e4a68c1066ec1c,8c73f6cd68b778eafe43675872c8fb1990a7505b,e14f4fbc53a3d8459e4990275cfe0c8a435a371a,3faa4e4fae31dccec5c3d3d612a6d16b19e44ff8,0dd87d3394b8e4828b192487a4d747744bc39cf4,8dadfe6150b40bec49e070d2e57d3ab5d77aed67,53.72,,,,,,,,50,2,Slider,0,7,7,0,7,0,7,0,Infield shift,Standard,219,0,-0.049,RP,0,1,58,12,2
SI,4/5/2021,88.1,-3.59,5.2,750c81e420c154073dac06495b619ec4974d4add,6d0aa46afe77ac6254312b25d69cf8888f459eaf,,ball,14,R,R,R,60a907084eefb120b3bf4b331add6a2da2d1e33c,f8a902b067d4344b687920f92c669bffad7b0e0e,B,,,1,1,2021,-1.74,0.94,1.16,1.43,47b3a243dc544ea84da40d689f5def544af91b45,,e29d82777ff1d4d9517ce77a565d1f20ad9109ed,2,8,Bot,,,036bb24338d2cb9318ab0cc768eeee1d32515369,,15.16143899,-127.2302439,-4.891765982,-22.1755196,28.74678635,-20.99307502,3.5,1.6,,,,87.8,2116,6.7,634601,6d0aa46afe77ac6254312b25d69cf8888f459eaf,036bb24338d2cb9318ab0cc768eeee1d32515369,592cfcba5200ba0171d471b3cceb6f158a52fcc7,e0e1f107a95934a3912271c175a205f63fde88c9,8fe5068677f925b38c5c2fd0db4d9d876a3eac57,81272c934b63edda7b2c6ca9f268f5a594ce5131,473cc5ed31814e6679b13ccdcb951d9c70263796,b6a6add81b3c0c558430e20f668a39790058918d,0ad2e5cf1e052b219e6b8b806a56a9eb96cb29be,53.75,,,,,,,,74,3,Sinker,8,2,8,2,2,8,8,2,Standard,Standard,234,0,0.054,RP,0,1,58,15,2
